uid;error_id;start_vid;end_vid;error_val;type;level;geom
1631459-1639201;;1631459;1639201;0;No error;4;0104000020E61000000200000001010000003A54F8D8C2C36240CB0B55D6DB773DC00101000000E2AA573698C46240FCA47FEE70783DC0
1631501-1636197;;1631501;1636197;0;No error;4;0104000020E6100000020000000101000000EFBAC84E89CA62405AA148F773943DC00101000000D91BC6EE4CC86240724F57772C6E3DC0
1631567-1850563;;1631567;1850563;0;No error;4;0104000020E6100000020000000101000000EB634F4CE8016340B77BB94F8E0E3DC0010100000041E378F4F502634065EE10B523173DC0
1631633-1636197;;1631633;1636197;0;No error;4;0104000020E6100000020000000101000000D6C743DF1DC9624031F54E60958C3DC00101000000D91BC6EE4CC86240724F57772C6E3DC0
1632317-250182;;1632317;250182;0;No error;4;0104000020E6100000020000000101000000A241AFE48FB66140FC5EF9E241E940C00101000000AA66D65280B961404F3BA17CE6E340C0
1632489-1636197;;1632489;1636197;0;No error;4;0104000020E6100000020000000101000000479EDACFD8CA6240FE21478490953DC00101000000D91BC6EE4CC86240724F57772C6E3DC0
1636058-1639201;;1636058;1639201;0;No error;4;0104000020E610000002000000010100000027D4788EADC26240E9AE3610DC743DC00101000000E2AA573698C46240FCA47FEE70783DC0
1633364-1638151;;1633364;1638151;0;No error;4;0104000020E6100000020000000101000000489DCAB3DC5F6240DD802AC995D340C001010000005AE729BC555B62406D4F351F7CD240C0
1633532-1638151;;1633532;1638151;0;No error;4;0104000020E6100000020000000101000000AA91A7F6735F62402EC72B103DD240C001010000005AE729BC555B62406D4F351F7CD240C0
1634902-1638151;;1634902;1638151;0;No error;4;0104000020E61000000200000001010000008C0BAC887F5F6240842D76FBACD240C001010000005AE729BC555B62406D4F351F7CD240C0
1634935-903058;;1634935;903058;0;No error;4;0104000020E61000000200000001010000009D2A847A1FD662405A3A30CA7D3040C00101000000DDBF68450AD66240682DBB16E33140C0
1635015-1636197;;1635015;1636197;0;No error;4;0104000020E6100000020000000101000000D3F71A8223C96240773D87E8C68C3DC00101000000D91BC6EE4CC86240724F57772C6E3DC0
1635416-1639201;;1635416;1639201;0;No error;4;0104000020E6100000020000000101000000C16966D24BC46240C21AC28C84793DC00101000000E2AA573698C46240FCA47FEE70783DC0
1638078-250182;;1638078;250182;0;No error;4;0104000020E6100000020000000101000000FAF7CF8973B7614060EC18B215E540C00101000000AA66D65280B961404F3BA17CE6E340C0
1639009-1636197;;1639009;1636197;0;No error;4;0104000020E6100000020000000101000000BF95911F96CA62406D8C4237A0943DC00101000000D91BC6EE4CC86240724F57772C6E3DC0
1639058-1638151;;1639058;1638151;0;No error;4;0104000020E61000000200000001010000006F055E77445F6240E4EF8398F0D140C001010000005AE729BC555B62406D4F351F7CD240C0
1639094-1639201;369;1639094;1639201;70;Near error;4;0104000020E6100000020000000101000000FC92E8C04DC4624057ADF13E33793DC00101000000E2AA573698C46240FCA47FEE70783DC0
1640224-1638684;368;1640224;1638684;50;Road miss;4;0104000020E6100000020000000101000000660F594990B661408742BA8E27EE40C001010000001B063DE5A2B76140CCA843B813F740C0
1641320-1639201;;1641320;1639201;0;No error;4;0104000020E61000000200000001010000003A2B58995FC362400C34E900D2763DC00101000000E2AA573698C46240FCA47FEE70783DC0
1641708-1636197;;1641708;1636197;0;No error;4;0104000020E610000002000000010100000043B74DA7EBCA624027BD6F7CED953DC00101000000D91BC6EE4CC86240724F57772C6E3DC0
1642121-1850563;;1642121;1850563;0;No error;4;0104000020E610000002000000010100000047825FD93B016340C995D5CFF60D3DC0010100000041E378F4F502634065EE10B523173DC0
1643270-1638151;;1643270;1638151;0;No error;4;0104000020E6100000020000000101000000B3D30FEA625F62406EEEF9AB11D240C001010000005AE729BC555B62406D4F351F7CD240C0
1643561-1639201;;1643561;1639201;0;No error;4;0104000020E610000002000000010100000063C625D849C46240A6F8AEF7D1793DC00101000000E2AA573698C46240FCA47FEE70783DC0
1644108-1624183;;1644108;1624183;0;No error;4;0104000020E61000000200000001010000003EC0A442067C62405B1DA5B7E4EC40C001010000007BA933528A7962407DD8C177510141C0
1644527-250182;;1644527;250182;0;No error;4;0104000020E6100000020000000101000000999D45EF94B661403F40529F3FE840C00101000000AA66D65280B961404F3BA17CE6E340C0
1644936-1636197;;1644936;1636197;0;No error;4;0104000020E610000002000000010100000032F504D3BACA62408E39741F25953DC00101000000D91BC6EE4CC86240724F57772C6E3DC0
1644999-1639201;;1644999;1639201;0;No error;4;0104000020E61000000200000001010000003821BE5DC0C3624093DD712FD5773DC00101000000E2AA573698C46240FCA47FEE70783DC0
1645323-1639201;;1645323;1639201;0;No error;4;0104000020E61000000200000001010000007289230FC4C26240CB733392F3743DC00101000000E2AA573698C46240FCA47FEE70783DC0
1646014-1413772;;1646014;1413772;0;No error;4;0104000020E6100000020000000101000000505F854A128F624003C46EE9E22942C001010000001077F52AF28B6240D545651E540442C0
1648182-305724;;1648182;305724;0;No error;4;0104000020E61000000200000001010000002DBB16E3729062409481A8A047CC40C00101000000B8054B75818F6240C7A75BD141D140C0
1649867-994541;;1649867;994541;0;No error;4;0104000020E6100000020000000101000000CF1264041421634000917EFB3A483DC00101000000A8A6C9317E2463400D22AD8CA1653DC0
1651268-139115;;1651268;139115;0;No error;4;0104000020E61000000200000001010000000304183B869A6240C761D5C5122F42C0010100000039059E20569A62401609B7C6B12F42C0
1655337-1002856;305;1655337;1002856;70;Near error;4;0104000020E6100000020000000101000000A34FF575EA676240F26899FB9AEA41C0010100000048275CD94F6862401EDC42FC68EC41C0
1656040-1002856;305;1656040;1002856;70;Near error;4;0104000020E6100000020000000101000000229FA1C9CF676240DEC5A0B888EA41C0010100000048275CD94F6862401EDC42FC68EC41C0
1656227-1002856;305;1656227;1002856;70;Near error;4;0104000020E61000000200000001010000009AFA2FC6F6676240739769A09EEA41C0010100000048275CD94F6862401EDC42FC68EC41C0
1657848-354280;;1657848;354280;0;No error;4;0104000020E6100000020000000101000000EADF3F27CECB6140C9EEB897EA2440C00101000000AF46D15E18C36140C4279D48305A40C0
1667709-1413772;;1667709;1413772;0;No error;4;0104000020E610000002000000010100000037D3CE7A828E62405E94EA4CEB2A42C001010000001077F52AF28B6240D545651E540442C0
1666859-354280;;1666859;354280;0;No error;4;0104000020E61000000200000001010000002E02637D03CC6140897956D28A2540C00101000000AF46D15E18C36140C4279D48305A40C0
1678709-114532;;1678709;114532;0;No error;4;0104000020E61000000200000001010000009DD266414DBA62400112F2E6158C42C0010100000058F90A77D3B3624028E84020E18042C0
1669007-1002856;305;1669007;1002856;70;Near error;4;0104000020E6100000020000000101000000733FF1ADD9676240CD0D3CAD91EA41C0010100000048275CD94F6862401EDC42FC68EC41C0
1669363-994541;;1669363;994541;0;No error;4;0104000020E61000000200000001010000009DE799A8EF20634014C2B4B97B483DC00101000000A8A6C9317E2463400D22AD8CA1653DC0
1670525-1002856;305;1670525;1002856;70;Near error;4;0104000020E610000002000000010100000066FA809BE067624036B286E695EA41C0010100000048275CD94F6862401EDC42FC68EC41C0
1674707-1472120;;1674707;1472120;0;No error;4;0104000020E61000000200000001010000007CEF6FD09E2563404224438EAD233DC00101000000283B472E09246340C7551B52FB153DC0
1681797-1678283;;1681797;1678283;0;No error;4;0104000020E610000002000000010100000016461F98C88562408D38AE90035D40C00101000000B8F7BA56CC856240759FD2776D5C40C0
1684212-114532;;1684212;114532;0;No error;4;0104000020E61000000200000001010000002A0F1CE1FEB862407D6F78E68A8D42C0010100000058F90A77D3B3624028E84020E18042C0
1685521-1973693;;1685521;1973693;0;No error;4;0104000020E6100000020000000101000000CC9FCAC408C86240401EB0613CFB3EC0010100000007A0072D5AC76240B7FCD181F6003FC0
1685981-1638151;;1685981;1638151;0;No error;4;0104000020E6100000020000000101000000B3A6689B115F624089B663EAAED140C001010000005AE729BC555B62406D4F351F7CD240C0
1687179-1973693;;1687179;1973693;0;No error;4;0104000020E61000000200000001010000003DBA6CCF07C862403CC90C0A39FB3EC0010100000007A0072D5AC76240B7FCD181F6003FC0
1687306-1638151;;1687306;1638151;0;No error;4;0104000020E610000002000000010100000051B010674F5F62402A74B91C0AD240C001010000005AE729BC555B62406D4F351F7CD240C0
1688515-1274073;;1688515;1274073;0;No error;4;0104000020E6100000020000000101000000B8F589F2FB856240629D2ADF335C40C001010000001E65694CED856240BB6A5496D75C40C0
1688706-1274073;;1688706;1274073;0;No error;4;0104000020E610000002000000010100000044C2F7FE06866240DA2CA8B9265C40C001010000001E65694CED856240BB6A5496D75C40C0
1690419-114532;;1690419;114532;0;No error;4;0104000020E610000002000000010100000007F1DCD671B862409BC69BA15D8D42C0010100000058F90A77D3B3624028E84020E18042C0
1691779-114532;;1691779;114532;0;No error;4;0104000020E6100000020000000101000000B16D516683B962409EDB3AEE4A8D42C0010100000058F90A77D3B3624028E84020E18042C0
1694894-1576151;;1694894;1576151;0;No error;4;0104000020E61000000200000001010000009BC019A10416634010768A5583763FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1695538-1923460;;1695538;1923460;0;No error;4;0104000020E61000000200000001010000005386BBC422766240B44CD070147840C00101000000C24B70EAC3766240D4FB7C4A847640C0
1695620-1576151;;1695620;1576151;0;No error;4;0104000020E6100000020000000101000000207AF76C42166340E78EFE976B753FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1695715-1878845;;1695715;1878845;0;No error;4;0104000020E6100000020000000101000000742FE69D39056340FC4DCD8A4D083DC001010000007AA9D89817046340301EEF9FB8193DC0
1697809-1715453;;1697809;1715453;0;No error;4;0104000020E610000002000000010100000099501C9BB87662403E761728297640C00101000000E1D39CBC8876624059EF81678C7640C0
1700121-654346;;1700121;654346;0;No error;4;0104000020E6100000020000000101000000CBC463F57DC5624085C88E32871341C00101000000F401DC8757CE62408B3CA473D90841C0
1701851-1576151;;1701851;1576151;0;No error;4;0104000020E610000002000000010100000007848C363D16634070E998F38C753FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1704226-1345025;;1704226;1345025;0;No error;4;0104000020E61000000200000001010000000D75B39A891662406F3B7EB9604141C0010100000098CE9893211A62406639BF17153B41C0
1704251-1545430;;1704251;1545430;0;No error;4;0104000020E6100000020000000101000000FC2A0A05F6C56240D322916C646340C001010000009B6E7E680BD562402830F88FE07940C0
1704390-254311;;1704390;254311;0;No error;4;0104000020E610000002000000010100000055185B08B2D56240E61368661C2E40C00101000000FC732C4AE4D56240500D45CBCB3140C0
1704407-1576151;;1704407;1576151;0;No error;4;0104000020E6100000020000000101000000F94A2025F6156340B91798158A763FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1706178-1545430;;1706178;1545430;0;No error;4;0104000020E61000000200000001010000005FBB0F9B23C5624056928664126740C001010000009B6E7E680BD562402830F88FE07940C0
1707741-1576151;;1707741;1576151;0;No error;4;0104000020E610000002000000010100000060FAA8D00A166340284B08B18E763FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1709666-1576151;;1709666;1576151;0;No error;4;0104000020E61000000200000001010000002308A1CD3B1663406C6924F895753FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1709832-654346;;1709832;654346;0;No error;4;0104000020E610000002000000010100000081C52B5A4AC562401A9D989AA91441C00101000000F401DC8757CE62408B3CA473D90841C0
1711275-1576151;;1711275;1576151;0;No error;4;0104000020E610000002000000010100000050F1C9D42E1663406294B1EB28763FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1713599-1482671;;1713599;1482671;0;No error;4;0104000020E6100000020000000101000000C6850321D9E862401E9D0480749A40C00101000000408FAC572CEA62401FD6C0FB4F9940C0
1713633-1545430;;1713633;1545430;0;No error;4;0104000020E610000002000000010100000048B599547EC56240311C19F55A6540C001010000009B6E7E680BD562402830F88FE07940C0
1715195-1545430;;1715195;1545430;0;No error;4;0104000020E6100000020000000101000000BA15C26AECC66240CC1022742B6240C001010000009B6E7E680BD562402830F88FE07940C0
1721276-1576151;;1721276;1576151;0;No error;4;0104000020E610000002000000010100000040B2CA9636166340397B0CFBE2753FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1721592-654346;;1721592;654346;0;No error;4;0104000020E6100000020000000101000000658EE55D35C66240A2B9A9DC9F1341C00101000000F401DC8757CE62408B3CA473D90841C0
1721883-1576151;;1721883;1576151;0;No error;4;0104000020E6100000020000000101000000C25C9C42F8156340033862D284763FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1723616-1479354;;1723616;1479354;0;No error;4;0104000020E6100000020000000101000000DC7D33D6E3EC62406844C42863A340C001010000003846578EF5EB624059FB3BDBA3A040C0
1724291-1715453;;1724291;1715453;0;No error;4;0104000020E61000000200000001010000003E5B0707BB766240CE00721D3E7640C00101000000E1D39CBC8876624059EF81678C7640C0
1725699-1923460;;1725699;1923460;0;No error;4;0104000020E6100000020000000101000000A2AE5A3E377662407448C55AD77740C00101000000C24B70EAC3766240D4FB7C4A847640C0
1726544-1545430;;1726544;1545430;0;No error;4;0104000020E61000000200000001010000002B85402EF1C6624001E5A551376240C001010000009B6E7E680BD562402830F88FE07940C0
1726766-1715453;;1726766;1715453;0;No error;4;0104000020E610000002000000010100000086D91544AE76624099F5BDE1997540C00101000000E1D39CBC8876624059EF81678C7640C0
1727752-1715453;345;1727752;1715453;70;Near error;4;0104000020E610000002000000010100000099B27856F7766240CF13CFD9027840C00101000000E1D39CBC8876624059EF81678C7640C0
1728671-654346;;1728671;654346;0;No error;4;0104000020E61000000200000001010000002FFE11E1BAC76240ABD0402C9B1141C00101000000F401DC8757CE62408B3CA473D90841C0
1729003-354280;;1729003;354280;0;No error;4;0104000020E6100000020000000101000000AC8A15DADECC61400548D9C7AF3440C00101000000AF46D15E18C36140C4279D48305A40C0
1729248-1715453;;1729248;1715453;0;No error;4;0104000020E610000002000000010100000051D9B0A6B27662406161D229D97540C00101000000E1D39CBC8876624059EF81678C7640C0
1730077-1715453;;1730077;1715453;0;No error;4;0104000020E6100000020000000101000000E202D0289D766240332D5679A77440C00101000000E1D39CBC8876624059EF81678C7640C0
1730458-95543;;1730458;95543;0;No error;4;0104000020E6100000020000000101000000BFEA6DD85BDA62405030085163CD40C00101000000DC4AAFCD46DF6240400812256BB140C0
1730842-1715453;345;1730842;1715453;70;Near error;4;0104000020E61000000200000001010000001B1B704CC5766240B39CDF8B8A7640C00101000000E1D39CBC8876624059EF81678C7640C0
1731166-654346;;1731166;654346;0;No error;4;0104000020E6100000020000000101000000781C5080B2C56240535BEA20AF1341C00101000000F401DC8757CE62408B3CA473D90841C0
1731212-1545430;;1731212;1545430;0;No error;4;0104000020E6100000020000000101000000D69F0E75A9C462404D632074756B40C001010000009B6E7E680BD562402830F88FE07940C0
1732082-1576151;;1732082;1576151;0;No error;4;0104000020E61000000200000001010000002B7B5C65371663400BD28C45D3753FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1733258-354280;;1733258;354280;0;No error;4;0104000020E6100000020000000101000000348DDC89C8CC614043D1F2F22A6240C00101000000AF46D15E18C36140C4279D48305A40C0
1734684-1345025;317;1734684;1345025;70;Near error;4;0104000020E6100000020000000101000000AB9DBC23BE186240221807978E4041C0010100000098CE9893211A62406639BF17153B41C0
1734788-654346;;1734788;654346;0;No error;4;0104000020E610000002000000010100000076DD5B9158C56240E301C00C211441C00101000000F401DC8757CE62408B3CA473D90841C0
1734836-354280;;1734836;354280;0;No error;4;0104000020E6100000020000000101000000B63F619AB3CD61402E701EF3A64940C00101000000AF46D15E18C36140C4279D48305A40C0
1735885-354280;;1735885;354280;0;No error;4;0104000020E6100000020000000101000000B4D2FFCDA6CD614053584EE72F4840C00101000000AF46D15E18C36140C4279D48305A40C0
1735963-354280;;1735963;354280;0;No error;4;0104000020E6100000020000000101000000A992B712F0CC6140892E03290C3440C00101000000AF46D15E18C36140C4279D48305A40C0
1736349-354280;;1736349;354280;0;No error;4;0104000020E61000000200000001010000008E59F624F0CC6140628ACD226F3640C00101000000AF46D15E18C36140C4279D48305A40C0
1738633-1545430;;1738633;1545430;0;No error;4;0104000020E6100000020000000101000000271B6A6F0BC562403073CB587E6940C001010000009B6E7E680BD562402830F88FE07940C0
1739112-1715453;;1739112;1715453;0;No error;4;0104000020E61000000200000001010000006EF717E6A97662407E5704FF5B7540C00101000000E1D39CBC8876624059EF81678C7640C0
1742279-1576151;;1742279;1576151;0;No error;4;0104000020E6100000020000000101000000ECEFB61C3916634053477D48AE753FC00101000000054DF0F2991563400A99D0C9F76D3FC0
1742603-1202856;;1742603;1202856;0;No error;4;0104000020E6100000020000000101000000352D0CEC8C19634076F7A523259E3CC0010100000088CCA66D4D1A6340F37112EFA59F3CC0
1743056-354280;;1743056;354280;0;No error;4;0104000020E61000000200000001010000003EEB1A2D47CD6140E42EC214E53940C00101000000AF46D15E18C36140C4279D48305A40C0
1743704-1746917;;1743704;1746917;0;No error;4;0104000020E610000002000000010100000092F41F88A20A63405512D90759863EC00101000000654458431811634011B7F935488B3EC0
1744658-2004920;;1744658;2004920;0;No error;4;0104000020E610000002000000010100000068B4B00257E46240062571FB8A763FC0010100000043931F4C25E86240C44B265DE98D3FC0
1747415-2004920;;1747415;2004920;0;No error;4;0104000020E610000002000000010100000039BF171567E46240D9C4138B29763FC0010100000043931F4C25E86240C44B265DE98D3FC0
1755583-184880;;1755583;184880;0;No error;4;0104000020E6100000020000000101000000F5FD8AEB0E1363405EFCC80803983EC00101000000BE66B96CF40C6340F0CF566F1E7E3EC0
1755687-490121;;1755687;490121;0;No error;4;0104000020E61000000200000001010000000BED9C664115634081E1A650277A3EC001010000003189C44E821463406F9406C8E1713EC0
1756457-1048586;;1756457;1048586;0;No error;4;0104000020E61000000200000001010000007C24CA8359B96240D1AE42CA4FFF40C00101000000C2B755B589BB6240ED17A2F952F240C0
1759934-1746917;;1759934;1746917;0;No error;4;0104000020E61000000200000001010000000654EEF4F9076340FE8172DBBE953EC00101000000654458431811634011B7F935488B3EC0
1760640-1746917;;1760640;1746917;0;No error;4;0104000020E61000000200000001010000001D435B299F0A63408D6C9D6E8F863EC00101000000654458431811634011B7F935488B3EC0
1766380-976826;;1766380;976826;0;No error;4;0104000020E610000002000000010100000038802326CDD562409098EA138A9A40C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1767673-1545430;;1767673;1545430;0;No error;4;0104000020E6100000020000000101000000CD6B36A0AFC46240E50F6157EE6A40C001010000009B6E7E680BD562402830F88FE07940C0
1787513-1545430;;1787513;1545430;0;No error;4;0104000020E610000002000000010100000002582E65AAC46240D2FB6B1E2C6B40C001010000009B6E7E680BD562402830F88FE07940C0
1788926-994541;;1788926;994541;0;No error;4;0104000020E61000000200000001010000000EAD0441362063409B705413E9573DC00101000000A8A6C9317E2463400D22AD8CA1653DC0
1791386-1712232;;1791386;1712232;0;No error;4;0104000020E6100000020000000101000000AD510FD1A8D162402E77C13B541D41C001010000000845A973BBC76240D77B3BD3951141C0
1792432-431070;;1792432;431070;0;No error;4;0104000020E610000002000000010100000051FC732C0ABD6240AEB3C6455A933FC001010000007CE7BC6BB5C0624082D20616768B3FC0
1793552-976826;;1793552;976826;0;No error;4;0104000020E6100000020000000101000000136635B888D5624079AF5A99F09B40C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1796093-1555640;;1796093;1555640;0;No error;4;0104000020E6100000020000000101000000FDA02E5228D66240B26FDD83C69440C0010100000022437D814FDF62408F0E59EE169B40C0
1797741-976826;;1797741;976826;0;No error;4;0104000020E610000002000000010100000006572F7546D56240CA7A2068BB9C40C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1813181-148517;233;1813181;148517;100;Error;4;0104000020E6100000020000000101000000D1706F238AB56240D862B7CF2A7842C00101000000211FF46C16B462407F74A03D4D8142C0
1554046-1365669;;1554046;1365669;0;No error;4;0104000020E610000002000000010100000001F2CA9A3DD86240CCA1FB28D9BF40C0010100000011BD31A946D86240BD303E71A5C140C0
1817162-1712232;;1817162;1712232;0;No error;4;0104000020E6100000020000000101000000AFCB95E6BBD16240D5DEF137EB1C41C001010000000845A973BBC76240D77B3BD3951141C0
1819172-1779121;;1819172;1779121;0;No error;4;0104000020E61000000200000001010000001BBD1AA034256240CF32E609DF1241C001010000006F6CD15D2D206240A1FA624A7F1641C0
1857544-144556;;1857544;144556;0;No error;4;0104000020E61000000200000001010000001B12F7587ABF62401EFCC401F49F41C00101000000FEEE1D35E6C06240E59D4319AA9F41C0
1820775-1017473;;1820775;1017473;0;No error;4;0104000020E6100000020000000101000000D5EB168131D66240A801DE5DC29540C00101000000D5DBB0B71EDF62400FB743C362A140C0
1822141-976826;;1822141;976826;0;No error;4;0104000020E6100000020000000101000000613832EAF5D562402260634D1B9940C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1825049-1545430;;1825049;1545430;0;No error;4;0104000020E6100000020000000101000000E597665F1EC76240DA39CD02ED5E40C001010000009B6E7E680BD562402830F88FE07940C0
1826818-2078854;208;1826818;2078854;70;Near error;4;0104000020E6100000020000000101000000866B5ACE4A256240344690EFF71A41C00101000000403A2B58592662401B17693DD71B41C0
1827093-1911351;;1827093;1911351;0;No error;4;0104000020E610000002000000010100000091291F826A046340460C3B8C49033DC0010100000066EABF181B036340F99DCB796B173DC0
1827913-1850563;;1827913;1850563;0;No error;4;0104000020E6100000020000000101000000D50A2EB14D016340FF65AD57470E3DC0010100000041E378F4F502634065EE10B523173DC0
1828360-976826;;1828360;976826;0;No error;4;0104000020E61000000200000001010000009C99AAC5F1D662404318E4D308AF40C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1831049-1918690;380;1831049;1918690;70;Near error;4;0104000020E61000000200000001010000003B4BDA9EEA116340D90EA1A586533DC00101000000E99ED046490E6340E16822C7317B3DC0
1833432-1663929;;1833432;1663929;0;No error;4;0104000020E6100000020000000101000000000572E45C8A62406EF8DD74CB0442C001010000009DD66D503B8E62403A8ABD61EC2A42C0
1834653-1116959;;1834653;1116959;0;No error;4;0104000020E61000000200000001010000004576EFF2FE0A63400794F2FF4F2A3DC001010000008069AC58170C63403ED3A645D8733DC0
1835041-1602105;361;1835041;1602105;100;Error;4;0104000020E610000002000000010100000083B8BC83E9896240DEFE017BF1703FC001010000003E213B6FE38C624001C4B876FD733FC0
1836659-1876040;;1836659;1876040;0;No error;4;0104000020E610000002000000010100000019A2540CA10763404A0F9E64068B3DC00101000000EFBB3324F8076340F83768AF3E303DC0
1838573-1876040;;1838573;1876040;0;No error;4;0104000020E610000002000000010100000058A60469AB06634011F637B23C913DC00101000000EFBB3324F8076340F83768AF3E303DC0
1840266-1910929;361;1840266;1910929;100;Error;4;0104000020E610000002000000010100000068583101A48C62400CEA5BE6747D3FC00101000000D07A9D791E8A624051723DC049793FC0
1842148-169469;;1842148;169469;0;No error;4;0104000020E61000000200000001010000004BDE4AC0B98062406327BC04A7A03FC0010100000064963D09AC80624010C41E7F0EA23FC0
1842193-1850563;;1842193;1850563;0;No error;4;0104000020E610000002000000010100000055415601080163400C8453D5BA0D3DC0010100000041E378F4F502634065EE10B523173DC0
1843048-795389;;1843048;795389;0;No error;4;0104000020E61000000200000001010000004D04BBABA8B36240B66EDE93E26140C0010100000040D58D1C4EB26240E2016553AE6640C0
1843336-144556;;1843336;144556;0;No error;4;0104000020E610000002000000010100000037DE1D19ABC16240BFCCC17D2E9A41C00101000000FEEE1D35E6C06240E59D4319AA9F41C0
1851039-1316320;;1851039;1316320;0;No error;4;0104000020E61000000200000001010000000525BB88659662403DBDAD4F94973DC00101000000648FF579B19262406729594E42AD3DC0
1854696-976826;;1854696;976826;0;No error;4;0104000020E61000000200000001010000000B2769FE58D76240A3CE37FD34AF40C00101000000C45A7C0A40DE6240E8D8E66B3BAE40C0
1858489-1876040;;1858489;1876040;0;No error;4;0104000020E61000000200000001010000009BB3999ECB076340407B3F7FEB8A3DC00101000000EFBB3324F8076340F83768AF3E303DC0
1903096-144556;;1903096;144556;0;No error;4;0104000020E6100000020000000101000000AF9BAD171EC26240E22021CA179741C00101000000FEEE1D35E6C06240E59D4319AA9F41C0
1865415-2078854;;1865415;2078854;0;No error;4;0104000020E6100000020000000101000000D76CE525BF2462402F87DD770C1D41C00101000000403A2B58592662401B17693DD71B41C0
1866356-1876040;;1866356;1876040;0;No error;4;0104000020E610000002000000010100000017BC43E5FA096340EA2285B2F0833DC00101000000EFBB3324F8076340F83768AF3E303DC0
1868374-144556;;1868374;144556;0;No error;4;0104000020E6100000020000000101000000137D3ECA48C26240D4D9249A9B9341C00101000000FEEE1D35E6C06240E59D4319AA9F41C0
1869475-1876040;;1869475;1876040;0;No error;4;0104000020E6100000020000000101000000A7E3D649A2086340FF89DBB28D893DC00101000000EFBB3324F8076340F83768AF3E303DC0
1871092-1876040;;1871092;1876040;0;No error;4;0104000020E6100000020000000101000000C72FBC92A4086340EE5234208C893DC00101000000EFBB3324F8076340F83768AF3E303DC0
1874204-1864320;;1874204;1864320;0;No error;4;0104000020E6100000020000000101000000F6227FD5F68962403C3A64B95B723FC0010100000055B9F53FA58C62401EF3A6C75B7D3FC0
1885141-144556;;1885141;144556;0;No error;4;0104000020E6100000020000000101000000251818C366C26240E7A331FF8D9441C00101000000FEEE1D35E6C06240E59D4319AA9F41C0
1888732-169469;211;1888732;169469;70;Near error;4;0104000020E6100000020000000101000000AA89F4914A80624041F163CC5D9D3FC0010100000064963D09AC80624010C41E7F0EA23FC0
1909723-144556;;1909723;144556;0;No error;4;0104000020E6100000020000000101000000858950B6D2C1624081D07AF8329941C00101000000FEEE1D35E6C06240E59D4319AA9F41C0
1891526-436359;266;1891526;436359;100;Error;4;0104000020E6100000020000000101000000EEE9EA8E45C16240371D5C959F2B40C00101000000B500C8644CC56240A0D7E951021940C0
1894179-1876040;;1894179;1876040;0;No error;4;0104000020E6100000020000000101000000657094BC7A06634014820B68D8923DC00101000000EFBB3324F8076340F83768AF3E303DC0
1895053-144556;;1895053;144556;0;No error;4;0104000020E61000000200000001010000001DF45B2AA5BD6240693B01A83DA041C00101000000FEEE1D35E6C06240E59D4319AA9F41C0
1899585-1181647;;1899585;1181647;0;No error;4;0104000020E6100000020000000101000000D13C80453E146240B289271653E541C001010000008A3E7A1EF71662400FF340BF4AE841C0
1899982-1876040;;1899982;1876040;0;No error;4;0104000020E610000002000000010100000052E45AFE8D0A6340456EE1D4627D3DC00101000000EFBB3324F8076340F83768AF3E303DC0
1907186-144556;;1907186;144556;0;No error;4;0104000020E6100000020000000101000000E96514CBADBE6240E700C11C3DA041C00101000000FEEE1D35E6C06240E59D4319AA9F41C0
1907767-806384;287;1907767;806384;70;Near error;4;0104000020E610000002000000010100000058A027AF5FB3624075012F336C0B40C001010000000F15996FB3B262409654127E4E0B40C0
1907944-1876040;;1907944;1876040;0;No error;4;0104000020E6100000020000000101000000F5A512F94907634032079C001E8E3DC00101000000EFBB3324F8076340F83768AF3E303DC0
1914723-1876040;;1914723;1876040;0;No error;4;0104000020E6100000020000000101000000872469EDEC076340AA3CCB3D6E8B3DC00101000000EFBB3324F8076340F83768AF3E303DC0
1917299-1876040;;1917299;1876040;0;No error;4;0104000020E61000000200000001010000003206312BAF0663405EBE501B30913DC00101000000EFBB3324F8076340F83768AF3E303DC0
1918256-1852571;;1918256;1852571;0;No error;4;0104000020E610000002000000010100000014AFB2B6A9116240B7161C1483DB41C001010000002B285657CF14624066FA809B20D641C0
1919178-1911351;;1919178;1911351;0;No error;4;0104000020E61000000200000001010000008AB03CA388046340CC8F0942C3023DC0010100000066EABF181B036340F99DCB796B173DC0
1925298-396512;;1925298;396512;0;No error;4;0104000020E6100000020000000101000000CF5955E5B19D624063FE1BC583FE40C0010100000016E75E16899E6240F01D90DF36FB40C0
1926538-447629;;1926538;447629;0;No error;4;0104000020E610000002000000010100000087252F7C8E3962401296C2CDF3D341C0010100000036A2C563D0396240A70AA1DEE7D241C0
